OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GID,TOTAL_AC,LAND_AC,TCAN_AC,TCAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,PLOT_AC,PLOT_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_V_AC,UN_V_PCT,TO_UN_AC,TO_UN_PCT,UN_IA_AC,UN_IA_PCT,UN_SL_AC,UN_SL_PCT,WTR_AC,WTR_PCT,UTC_AC_06,UTC_PCT_06,UTCAC0620,UTCPCT0620,UTC_AC_11,UTC_PCT_11,UTCAC1120,UTCPCT1120,UTC_AC_15,UTC_PCT_15,UTCAC1520,UTCPCT1520,ENRGY_CON,STRM_WTR,UHI,LAND_OWN,WLDLF_CON,OVERALL,LOW_UTC,POS_UTC,GIS_ID,GLOBALID,FIELD,SHAPEAREA,SHAPELEN
153,11,001,000703,1,110010007031,Block Group 1,G5030,S,94084,0,+38.9310090,-077.0786905,361,23.25,23.25,11.67,50.21,3.21,13.83,3.34,14.36,8.36,35.96,1.84,7.92,1.24,5.35,0.76,3.26,1.18,5.07,0,0,0,0,11.67,50.21,3.2,13.77,5.22,22.43,2.01,8.66,0,0,6.36,27.36,6.36,27.36,0,0,0,0,11.3,48.60215054,0.37,1.60784946,10.15,43.65591398,1.52,6.55408602,12.5,53.76344086,-0.83,-3.55344086,2.1047171,8.66197359,29.98870156,0,11.06904415,6.80106875,49.79,22.43,UTC_BlockGroupPly_2020_361,{48183044-4079-40A6-96D5-A881A2680757},,0,0
154,11,001,011100,1,110010111001,Block Group 1,G5030,S,1466078,0,+38.9235587,-076.9649091,33,362.25,362.25,92.84,25.63,44.52,12.29,79.02,21.81,224.89,62.08,40.17,11.09,63.24,17.46,8.49,2.34,33.97,9.38,0,0,0,0,92.84,25.63,44.1,12.17,115.85,31.98,71.75,19.81,0.28,0.08,153.56,42.39,153.27,42.31,0,0,0,0,102.86,28.394755,-10.02,-2.764755,92.61,25.56521739,0.23,0.06478261,102.52,28.30089717,-9.68,-2.67089717,4.2383411,19.80584282,32.25001424,1.34688068,6.46415425,7.81846693,74.37,31.98,UTC_BlockGroupPly_2020_33,{ABD443BF-4057-4C44-B9BC-B214E5D61B0D},,0,0
155,11,001,000704,1,110010007041,Block Group 1,G5030,S,174647,0,+38.9318605,-077.0751356,121,43.16,43.16,18.41,42.66,5.65,13.08,8.56,19.83,19.1,44.26,4.95,11.46,1.5,3.48,1.17,2.71,2.92,6.76,0,0,0,0,18.41,42.66,5.58,12.92,8.29,19.2,2.71,6.28,0.04,0.08,16.46,38.14,16.43,38.06,0,0,0,0,16.23,37.60426321,2.18,5.05573679,14.92,34.56904541,3.49,8.09095459,19.37,44.87951807,-0.96,-2.21951807,4.62020426,6.27954547,30.72784001,0.00021613,15.83116037,7.16283446,57.34,19.2,UTC_BlockGroupPly_2020_121,{AD33E45D-CACB-4837-B632-2EC2504F0900},,0,0
156,11,001,002802,1,110010028021,Block Group 1,G5030,S,140368,0,+38.9306447,-077.0347009,79,34.68,34.68,4.37,12.61,1.74,5.03,14.27,41.14,28.57,82.36,4.96,14.3,1.29,3.73,2.59,7.46,5.46,15.73,0,0,0,0,4.37,12.61,0.78,2.25,4.65,13.42,3.87,11.17,0.96,2.75,25.66,73.97,24.7,71.22,0,0,0,0,2.47,7.12226067,1.9,5.48773933,3.31,9.544406,1.06,3.065594,3.79,10.92848904,0.58,1.68151096,1.47270103,11.1716251,32.97190953,4.18488911,0,7.20728923,87.39,13.42,UTC_BlockGroupPly_2020_79,{D8E5B456-5134-45D8-ACEB-D7660ACCCC5F},,0,0
157,11,001,002702,2,110010027022,Block Group 2,G5030,S,208678,7175,+38.9305584,-077.0441372,281,53.33,52.89,31.18,58.46,2.56,4.8,10.03,18.81,19.15,35.9,4.21,7.89,0.93,1.75,0.56,1.04,3.41,6.4,0.45,0.8427578,0,0,31.18,58.96,2.54,4.8,4.03,7.62,1.49,2.82,0,0,17.67,33.42,17.67,33.42,0,0,0.45,0.85,27.18,51.38967669,4,7.57032331,27.42,51.84344867,3.76,7.11655133,31.98,60.46511628,-0.8,-1.50511628,0.57640978,3.3199702,31.72582702,0,7.41079269,6.36929218,41.04,7.62,UTC_BlockGroupPly_2020_281,{B8067B93-1EC1-4778-B539-6E106A0E94EF},,0,0
158,11,001,000804,1,110010008041,Block Group 1,G5030,S,879234,0,+38.9247494,-077.0935496,200,217.27,217.27,151.25,69.61,27.28,12.56,15.63,7.19,38.28,17.62,11.3,5.2,0.77,0.35,0.77,0.35,9.83,4.52,0,0,0.45,0.21,151.25,69.61,26.23,12.07,27.78,12.79,1.55,0.71,1.04,0.48,38.24,17.6,36.75,16.92,0.45,0.21,0,0,153.4,70.6033967,-2.15,-0.9933967,131.25,60.40870806,20,9.20129194,155.92,71.76324389,-4.67,-2.15324389,1.13536554,0.71207566,29.27301092,0.06377735,12.74162515,6.11543696,30.39,12.79,UTC_BlockGroupPly_2020_200,{C6902C1F-432C-4AA1-A863-759CBD665D83},,0,0
159,11,001,009201,2,110010092012,Block Group 2,G5030,S,486807,0,+38.9285101,-077.0001347,320,120.28,120.28,30.64,25.47,30.61,25.45,19.68,16.36,58.99,49.04,15.33,12.74,8.88,7.38,6.12,5.09,8.98,7.47,0,0,0.05,0.04,30.64,25.47,26.94,22.4,41.85,34.79,14.91,12.39,3.6,2.99,47.8,39.74,44.15,36.7,0.05,0.04,0,0,34.92,29.03225806,-4.28,-3.56225806,37.03,30.78649817,-6.39,-5.31649817,33.65,27.97638843,-3.01,-2.50638843,1.06713146,12.39215087,32.80303244,0.00390324,0,7.38128728,74.53,34.79,UTC_BlockGroupPly_2020_320,{58C865D2-16E2-4DC8-818D-80736458DE52},,0,0
160,11,001,003200,3,110010032003,Block Group 3,G5030,S,126484,0,+38.9314602,-077.0212231,311,31.26,31.26,5.35,17.12,2.12,6.79,9.63,30.8,23.78,76.09,5.77,18.46,0.84,2.7,1.72,5.51,5.82,18.61,0,0,0,0,5.35,17.12,2.12,6.77,4.69,15,2.57,8.23,0,0.01,21.22,67.88,21.21,67.87,0,0,0,0,4.83,15.45105566,0.52,1.66894434,5.06,16.18682022,0.29,0.93317978,4.99,15.96289187,0.36,1.15710813,5.9770587,8.22656975,32.95555724,4.13392609,1.13979061,7.27766385,82.88,15,UTC_BlockGroupPly_2020_311,{F042526E-6D30-47D1-9941-079747C8CDA0},,0,0
161,11,001,000502,2,110010005022,Block Group 2,G5030,S,176065,0,+38.9300883,-077.0582532,295,43.51,43.51,21.62,49.69,3.97,9.11,8.96,20.6,17.92,41.19,3.67,8.44,1.08,2.48,1.2,2.75,3.01,6.91,0,0,0,0,21.62,49.69,3.81,8.75,6.13,14.1,2.32,5.34,0.11,0.25,15.75,36.21,15.65,35.96,0,0,0,0,19.75,45.39186394,1.87,4.29813606,17.08,39.2553436,4.54,10.4346564,20.94,48.12686739,0.68,1.56313261,4.27139152,5.34053578,31.29214926,0.01189299,11.72072789,6.86706019,50.31,14.1,UTC_BlockGroupPly_2020_295,{8165E0F7-3078-42CF-821A-444B60BEB9A3},,0,0
162,11,001,000902,1,110010009021,Block Group 1,G5030,S,444122,0,+38.9275296,-077.0987444,266,109.74,109.74,71.18,64.86,12.73,11.6,11.21,10.22,25.84,23.55,6.62,6.03,1.15,1.05,0.53,0.48,6.33,5.76,0,0,0,0,71.18,64.86,12.55,11.43,14.24,12.98,1.69,1.54,0.17,0.15,24.33,22.17,24.16,22.01,0,0,0,0,71.12,64.80772736,0.06,0.05227264,56.18,51.19373064,15,13.66626936,73.15,66.65755422,-1.97,-1.79755422,0.56179228,1.54063698,29.70656808,0.60999795,12.87844214,6.26878556,35.14,12.98,UTC_BlockGroupPly_2020_266,{52ECB910-B5C1-4C41-8FA1-D48DABECCA11},,0,0
163,11,001,002702,3,110010027023,Block Group 3,G5030,S,85588,0,+38.9306300,-077.0400593,364,21.15,21.15,7.96,37.64,1.27,6.02,6.9,32.65,11.91,56.34,1.82,8.59,0,0,0.26,1.21,2.94,13.9,0,0,0,0,7.96,37.64,1.26,5.96,1.53,7.23,0.27,1.27,0,0,11.66,55.13,11.66,55.13,0,0,0,0,5.58,26.38297872,2.38,11.25702128,6.47,30.59101655,1.49,7.04898345,7.73,36.54846336,0.23,1.09153664,1.17116844,1.26999314,32.9199157,0,4.19531204,6.62891709,62.36,7.23,UTC_BlockGroupPly_2020_364,{6A0811C8-6DA5-4AD9-8B79-BE9A99B53007},,0,0
164,11,001,002702,1,110010027021,Block Group 1,G5030,S,77477,0,+38.9304399,-077.0377074,254,19.14,19.14,4.07,21.25,0.64,3.34,6.82,35.63,14.44,75.42,3.23,16.87,0.86,4.47,1.55,8.1,1.98,10.35,0,0,0,0,4.07,21.25,0.52,2.71,2.83,14.76,2.31,12.05,0.11,0.59,12.25,63.99,12.14,63.4,0,0,0,0,3.19,16.66666667,0.88,4.58333333,3.02,15.7784744,1.05,5.4715256,3.39,17.71159875,0.68,3.53840125,1.69589854,12.05445636,33.26936962,0.40276351,0.61536385,7.16586461,78.75,14.76,UTC_BlockGroupPly_2020_254,{07B1CD5C-474E-4D0E-BC3D-82A998C33830},,0,0
165,11,001,000803,3,110010008033,Block Group 3,G5030,S,88063,0,+38.9313937,-077.0823693,197,21.76,21.76,12.94,59.46,2.45,11.26,2.57,11.83,6.37,29.28,0.9,4.15,0.97,4.44,0.74,3.42,1.18,5.44,0,0,0,0,12.94,59.46,2.4,11.04,4.13,18.98,1.73,7.94,0.03,0.14,4.69,21.56,4.66,21.43,0,0,0,0,11.84,54.41176471,1.1,5.04823529,10.55,48.48345588,2.39,10.97654412,12.6,57.90441176,0.34,1.55558824,0,7.93857428,30.0753865,0,17.15279413,6.83242639,40.54,18.98,UTC_BlockGroupPly_2020_197,{28F7BDE5-7608-41A9-80D3-B404599A3152},,0,0
166,11,001,000400,1,110010004001,Block Group 1,G5030,S,536159,0,+38.9274403,-077.0699331,293,132.48,132.48,55.82,42.14,17.77,13.42,17.85,13.47,58.88,44.45,15.14,11.43,2.18,1.65,5.74,4.33,17.98,13.57,0,0,0,0,55.82,42.14,16.98,12.82,24.82,18.73,7.84,5.91,0.72,0.54,51.84,39.13,51.12,38.59,0,0,0,0,48.35,36.49607488,7.47,5.64392512,43.64,32.94082126,12.18,9.19917874,56.04,42.30072464,-0.22,-0.16072464,1.5670113,5.91501046,30.84472081,0.00548434,11.63895245,6.90493052,57.86,18.73,UTC_BlockGroupPly_2020_293,{119D58AB-C4E8-4EDE-BC3F-9432B2AE496B},,0,0
167,11,001,003000,1,110010030001,Block Group 1,G5030,S,113998,0,+38.9298766,-077.0299985,406,28.17,28.17,5.93,21.06,1.34,4.74,9.34,33.15,20.9,74.2,3.62,12.84,0.36,1.27,1.78,6.31,5.81,20.63,0,0,0,0,5.93,21.06,1.29,4.6,3.44,12.23,2.15,7.63,0.02,0.09,18.79,66.72,18.77,66.63,0,0,0,0,4.77,16.93290735,1.16,4.12709265,4.68,16.61341853,1.25,4.44658147,5.53,19.63081292,0.4,1.42918708,1.38866816,7.63157229,33.06197274,2.64892541,0,6.97875625,78.94,12.23,UTC_BlockGroupPly_2020_406,{91E108D9-637B-4A62-9A22-786795073F90},,0,0
168,11,001,000502,1,110010005021,Block Group 1,G5030,S,405442,0,+38.9276019,-077.0601308,294,100.19,100.19,48.4,48.31,11.72,11.7,17.85,17.82,40.06,39.99,9.7,9.68,1.98,1.98,1.83,1.83,8.7,8.68,0,0,0,0,48.4,48.31,11.59,11.57,15.45,15.42,3.86,3.85,0.08,0.08,36.33,36.27,36.25,36.18,0,0,0,0,43.64,43.55724124,4.76,4.75275876,39.94,39.86425791,8.46,8.44574209,50.82,50.72362511,-2.42,-2.41362511,1.62036136,3.8534352,31.35460167,0.02239071,11.9225789,6.81715231,51.69,15.42,UTC_BlockGroupPly_2020_294,{FD842B9D-7805-44BC-80A8-5E6B8D9C1F9C},,0,0
169,11,001,000704,2,110010007042,Block Group 2,G5030,S,157699,0,+38.9279849,-077.0753524,360,38.97,38.97,16.79,43.07,4.33,11.12,8.03,20.61,17.85,45.81,4.42,11.34,1.16,2.98,1.04,2.68,3.2,8.2,0,0,0,0,16.79,43.07,4.31,11.05,6.54,16.78,2.23,5.73,0,0,15.65,40.15,15.65,40.15,0,0,0,0,13.69,35.12958686,3.1,7.94041314,12.68,32.53784963,4.11,10.53215037,16.74,42.95612009,0.05,0.11387991,2.90414952,5.72684213,30.91199578,0,13.40006926,6.97599897,56.93,16.78,UTC_BlockGroupPly_2020_360,{5ACC5A8B-07BC-4379-85E2-8EA9DD541801},,0,0
170,11,001,002302,1,110010023021,Block Group 1,G5030,S,218488,0,+38.9287843,-077.0145835,80,53.99,53.99,5.75,10.65,4.66,8.63,19.93,36.92,43.55,80.66,7.44,13.77,10.14,18.77,2.96,5.48,3.09,5.72,0,0,0.03,0.06,5.75,10.65,4.61,8.54,17.73,32.84,13.12,24.3,0.01,0.02,30.51,56.51,30.47,56.43,0.03,0.06,0,0,4.55,8.42748657,1.2,2.22251343,5.18,9.59436933,0.57,1.05563067,6.01,11.13169105,-0.26,-0.48169105,0,24.30140249,32.7243257,0,0.0695619,7.78298308,89.35,32.84,UTC_BlockGroupPly_2020_80,{21C51146-9822-43E7-A244-3F2E429EAB35},,0,0
171,11,001,009000,1,110010090001,Block Group 1,G5030,S,245472,0,+38.9269475,-076.9606370,32,60.65,60.65,17.65,29.09,13.48,22.22,9.62,15.85,29.53,48.68,7.49,12.36,5.18,8.54,2.85,4.7,4.39,7.24,0,0,0,0,17.65,29.09,13.43,22.14,21.47,35.41,8.05,13.27,0.03,0.05,21.53,35.5,21.5,35.45,0,0,0,0,17.97,29.62901896,-0.32,-0.53901896,19.8,32.64633141,-2.15,-3.55633141,18.24,30.07419621,-0.59,-0.98419621,7.21573445,13.26634002,32.07033044,3.32788463,0.3772725,7.49985159,70.91,35.41,UTC_BlockGroupPly_2020_32,{4E55B687-FA9C-45CE-A7D2-B324859E4DEE},,0,0
172,11,001,003200,4,110010032004,Block Group 4,G5030,S,125400,0,+38.9289257,-077.0206483,312,30.99,30.99,6.02,19.41,2.15,6.95,8.81,28.43,22.78,73.52,6.47,20.89,0.52,1.69,1.22,3.93,5.76,18.58,0,0,0.04,0.11,6.02,19.41,2.15,6.94,3.89,12.56,1.74,5.62,0,0,21.08,68.02,21.04,67.91,0.04,0.11,0,0,5.75,18.55437238,0.27,0.85562762,5.89,19.00613101,0.13,0.40386899,6.15,19.84511133,-0.13,-0.43511133,2.44362068,5.62399497,33.15425615,0.39999625,0.03188152,6.95317391,80.59,12.56,UTC_BlockGroupPly_2020_312,{A7C64118-23A1-42D1-9478-C07FDE0E4311},,0,0
173,11,001,000703,2,110010007032,Block Group 2,G5030,S,138053,0,+38.9277890,-077.0792887,46,34.12,34.12,15.55,45.57,5.25,15.39,5.9,17.28,13.25,38.84,2.66,7.8,1.56,4.56,0.94,2.74,2.2,6.45,0,0,0.07,0.2,15.55,45.57,5.23,15.33,7.74,22.7,2.51,7.37,0,0,10.83,31.74,10.76,31.54,0.07,0.2,0,0,15.33,44.92966002,0.22,0.64033998,12.62,36.98710434,2.93,8.58289566,16.83,49.32590856,-1.28,-3.75590856,1.37461231,7.36527803,30.43342226,0,12.32487763,6.93509226,54.43,22.7,UTC_BlockGroupPly_2020_46,{3DCCB9FC-F3D3-4FEA-AC1E-36900DFEC2B3},,0,0
174,11,001,009301,3,110010093013,Block Group 3,G5030,S,296173,0,+38.9280673,-076.9836234,214,73.18,73.18,27.27,37.26,13.5,18.45,10.6,14.48,32.41,44.29,9.56,13.07,2.92,3.99,2.52,3.45,6.81,9.3,0,0,0,0,27.27,37.26,13.41,18.33,18.91,25.83,5.49,7.51,0.04,0.06,27.01,36.91,26.97,36.85,0,0,0,0,27.57,37.67422793,-0.3,-0.41422793,25.19,34.42197322,2.08,2.83802678,31.61,43.19486198,-4.34,-5.93486198,7.07352642,7.50561397,31.74598718,0.69313031,0.69582095,6.97675544,62.74,25.83,UTC_BlockGroupPly_2020_214,{1FCAB2EB-720F-4264-A669-A5CA1BDA0380},,0,0
175,11,001,003100,1,110010031001,Block Group 1,G5030,S,121351,0,+38.9284244,-077.0252847,407,29.99,29.99,5.81,19.38,2.33,7.76,8.56,28.53,21.85,72.86,5.28,17.62,0.51,1.69,1.69,5.65,5.81,19.37,0,0,0,0,5.81,19.38,1.16,3.88,2.93,9.77,1.77,5.89,1.16,3.87,21.25,70.86,20.09,66.99,0,0,0,0,5.39,17.97265755,0.42,1.40734245,5.01,16.70556852,0.8,2.67443148,5.64,18.80626876,0.17,0.57373124,1.29663377,5.8871889,33.14347789,1.33311084,0,6.8907598,80.62,9.77,UTC_BlockGroupPly_2020_407,{09908B19-CA8B-4B45-BA1D-C60DB70165DC},,0,0
176,11,001,002702,4,110010027024,Block Group 4,G5030,S,107279,0,+38.9280365,-077.0399013,49,26.51,26.51,10.28,38.77,1.58,5.96,7.38,27.83,14.65,55.27,3.22,12.14,0.44,1.65,0.82,3.1,2.79,10.54,0,0,0,0,10.28,38.77,1.38,5.22,2.64,9.95,1.25,4.73,0.19,0.71,13.59,51.28,13.4,50.56,0,0,0,0,9.22,34.77932856,1.06,3.99067144,9.39,35.420596,0.89,3.349404,10.69,40.32440588,-0.41,-1.55440588,1.27759808,4.73144819,32.66655066,1.7232011,4.17337768,6.75132333,61.23,9.95,UTC_BlockGroupPly_2020_49,{39E1E474-C7F3-4B2D-99E5-03F5BFE66362},,0,0
177,11,001,009000,2,110010090002,Block Group 2,G5030,S,672096,24126,+38.9235054,-076.9542867,324,172.02,164.36,73.04,42.46,33.16,19.28,17.24,10.02,58.16,33.81,16.33,9.49,8.11,4.72,4.84,2.81,11.64,6.77,7.66,4.45324531,0,0,73.04,44.44,31.43,19.12,44.39,27.01,12.97,7.89,1.72,1.04,46.93,28.55,45.21,27.51,0,0,7.66,4.66,97.55,59.3514237,-24.51,-14.9114237,90.49,55.05597469,-17.45,-10.61597469,84.27,51.27159893,-11.23,-6.83159893,2.89486482,10.06950383,31.24340112,11.87256039,12.97373334,7.53955949,55.56,27.01,UTC_BlockGroupPly_2020_324,{B284CEFC-48FF-4FFC-8CD3-2B538124CA1E},,0,0
178,11,001,002802,3,110010028023,Block Group 3,G5030,S,55625,0,+38.9279357,-077.0347162,355,13.75,13.75,1.53,11.15,0.44,3.23,5.5,39.98,11.77,85.62,2.6,18.91,0.85,6.17,1.46,10.65,1.36,9.9,0,0,0,0,1.53,11.15,0.4,2.88,2.7,19.64,2.3,16.76,0.03,0.25,9.51,69.2,9.48,68.95,0,0,0,0,0.93,6.76363636,0.6,4.38636364,1.06,7.70909091,0.47,3.44090909,1.22,8.87272727,0.31,2.27727273,5.08504225,16.76003482,32.82214311,1.14109878,0,7.50159656,88.85,19.64,UTC_BlockGroupPly_2020_355,{DFB04140-A743-4363-B6D4-869A05918DD9},,0,0
179,11,001,003000,2,110010030002,Block Group 2,G5030,S,96638,0,+38.9276802,-077.0298983,64,23.88,23.88,5.22,21.87,1.52,6.35,7.56,31.67,17.14,71.78,3.09,12.96,0.78,3.25,1.68,7.05,4.02,16.85,0,0,0,0,5.22,21.87,1.49,6.25,3.97,16.64,2.48,10.39,0,0.01,14.68,61.49,14.68,61.48,0,0,0,0,3.3,13.81909548,1.92,8.05090452,4.04,16.91792295,1.18,4.95207705,4.63,19.38860972,0.59,2.48139028,8.69385425,10.39249556,33.16097115,0.01203288,0,7.28889517,78.13,16.64,UTC_BlockGroupPly_2020_64,{BAF2BB42-57EE-4A64-AB4D-360F45E5F0B0},,0,0
180,11,001,003902,1,110010039021,Block Group 1,G5030,S,217335,11205,+38.9257717,-077.0452397,331,56.47,55.59,38.74,68.6,3.95,6.99,4.93,8.73,12.84,22.74,3.74,6.63,1.7,3.02,1.08,1.91,1.39,2.47,0.88,1.56600042,0.06,0.1,38.74,69.69,3.82,6.87,6.62,11.91,2.8,5.03,0.09,0.16,10.23,18.4,10.08,18.14,0.06,0.1,0.88,1.59,37.01,66.57672243,1.73,3.11327757,35.77,64.34610541,2.97,5.34389459,39.7,71.41572225,-0.96,-1.72572225,1.11114488,5.43843303,31.56402161,3.45698718,10.27668807,6.563994,30.31,11.91,UTC_BlockGroupPly_2020_331,{A4BA4869-16BF-4237-ABCC-5E2CCB7A7910},,0,0
181,11,001,003400,5,110010034005,Block Group 5,G5030,S,291592,159593,+38.9254963,-077.0143835,368,111.48,72.35,9.07,8.14,29.31,26.29,9.88,8.86,33.94,30.44,7.9,7.09,8.49,7.62,4,3.59,3.66,3.28,39.14,35.10528416,0.03,0.03,9.07,12.54,29.23,40.41,41.79,57.76,12.56,17.36,0.02,0.02,21.49,29.7,21.44,29.64,0.03,0.04,39.14,54.1,9.04,12.49481686,0.03,0.04518314,10.37,14.33310297,-1.3,-1.79310297,10.18,14.07049067,-1.11,-1.53049067,0,18.93900241,33.07493387,50.94863139,0,9.15684324,87.46,57.76,UTC_BlockGroupPly_2020_368,{75EDADE3-73F5-4251-9D5E-ECB9F9E91E93},,0,0
182,11,001,009302,1,110010093021,Block Group 1,G5030,S,391905,0,+38.9251636,-076.9907773,509,96.84,96.84,25.38,26.21,14.47,14.95,19.32,19.95,56.97,58.83,11.64,12.02,8.13,8.4,3.46,3.58,14.42,14.89,0,0,0.01,0.01,25.38,26.21,14.11,14.57,25.64,26.48,11.53,11.91,0.25,0.26,45.81,47.31,45.55,47.04,0.01,0.01,0,0,25.18,26.00165221,0.2,0.20834779,24.84,25.65055762,0.54,0.55944238,27.68,28.58323007,-2.3,-2.37323007,5.74997267,11.90862403,33.07438614,1.38398544,0,7.40030225,73.79,26.48,UTC_BlockGroupPly_2020_509,{D18B6272-276F-4883-B023-253BEAE536C6},,0,0
183,11,001,009102,1,110010091021,Block Group 1,G5030,S,255185,0,+38.9240609,-076.9812445,207,63.05,63.05,19.46,30.87,14.47,22.94,8.03,12.73,29.12,46.19,10.51,16.68,3.3,5.24,1.94,3.08,5.34,8.46,0,0,0,0.01,19.46,30.87,14.42,22.86,19.7,31.24,5.28,8.37,0.01,0.02,23.9,37.9,23.88,37.87,0,0.01,0,0,18.88,29.9444885,0.58,0.9255115,16.75,26.56621729,2.71,4.30378271,21.93,34.78191911,-2.47,-3.91191911,11.56952304,8.37336475,32.6473419,0.64703625,2.22790694,7.51525285,69.13,31.24,UTC_BlockGroupPly_2020_207,{4764EBA1-35B6-440D-921F-8458A8949071},,0,0
184,11,001,000400,2,110010004002,Block Group 2,G5030,S,1005080,69,+38.9227989,-077.0649214,568,248.37,248.35,140.23,56.46,37.36,15.04,24.79,9.98,69.77,28.09,18.48,7.44,8.82,3.55,4.62,1.86,13.06,5.26,0.02,0.0085561,1,0.4,140.23,56.46,35.79,14.41,49.32,19.86,13.53,5.45,1.47,0.59,58.8,23.68,56.34,22.68,1,0.4,0.02,0.01,136.37,54.9104087,3.86,1.5495913,126.4,50.89591303,13.83,5.56408697,142.28,57.29011476,-2.05,-0.83011476,0.92123523,5.56369977,30.65744246,0.466072,16.36542137,6.91961442,43.54,19.86,UTC_BlockGroupPly_2020_568,{2BABCB95-91E2-40BB-B2EB-4AA80D2C4DFC},,0,0
185,11,001,002802,2,110010028022,Block Group 2,G5030,S,33703,0,+38.9268669,-077.0342107,56,8.33,8.33,1.1,13.21,0.25,3.06,2.89,34.72,6.97,83.74,1.4,16.77,0.66,7.94,0.68,8.21,1.34,16.08,0,0,0,0,1.1,13.21,0.25,3.05,1.6,19.21,1.35,16.16,0,0,5.63,67.58,5.63,67.58,0,0,0,0,0.59,7.08283313,0.51,6.12716687,0.81,9.72388956,0.29,3.48611044,0.94,11.28451381,0.16,1.92548619,12.65031243,16.15529301,32.85836771,0,0,7.64296595,86.79,19.21,UTC_BlockGroupPly_2020_56,{E7D8F702-BB72-40FF-8213-79D43C8E613C},,0,0
186,11,001,003400,4,110010034004,Block Group 4,G5030,S,37219,0,+38.9262989,-077.0219669,51,9.2,9.2,0.68,7.39,0.27,2.91,4.19,45.52,8.24,89.62,1.84,20,0.2,2.2,1.09,11.8,0.93,10.11,0,0,0.01,0.07,0.68,7.39,0.27,2.88,1.56,16.91,1.29,14.03,0,0,6.96,75.7,6.96,75.63,0.01,0.07,0,0,0.49,5.32608696,0.19,2.06391304,0.6,6.52173913,0.08,0.86826087,0.56,6.08695652,0.12,1.30304348,1.44984609,14.02256389,33.28576525,0,0,7.37792142,92.61,16.91,UTC_BlockGroupPly_2020_51,{5952D9F3-CED5-4F5C-8D40-08031E74FF31},,0,0
187,11,001,003500,1,110010035001,Block Group 1,G5030,S,123823,0,+38.9254345,-077.0248834,316,30.59,30.59,6.09,19.91,1.21,3.96,9.94,32.5,23.28,76.1,5.21,17.02,1,3.27,1.26,4.13,5.87,19.18,0,0,0.01,0.03,6.09,19.91,1.2,3.92,3.48,11.37,2.28,7.45,0,0,21.03,68.72,21.02,68.7,0.01,0.03,0,0,5.22,17.06440013,0.87,2.84559987,5.1,16.67211507,0.99,3.23788493,5.27,17.22785224,0.82,2.68214776,1.94734148,7.44628116,33.05508138,0,0,6.93255324,80.09,11.37,UTC_BlockGroupPly_2020_316,{93E378B7-3366-4D53-8D05-00B24835FFCA},,0,0
188,11,001,011100,3,110010111003,Block Group 3,G5030,S,3548058,366232,+38.9112627,-076.9659734,31,967.16,889.86,396.77,41.02,304.23,31.46,36.53,3.78,188.69,19.51,54.11,5.59,38.25,3.96,11.4,1.18,48.41,5.01,77.29,7.99175563,0.17,0.02,396.77,44.59,253.69,28.51,303.28,34.08,49.59,5.57,50.28,5.65,189.81,21.33,139.36,15.66,0.17,0.02,77.29,8.69,399.03,44.84188524,-2.26,-0.25188524,406.42,45.67235295,-9.65,-1.08235295,441.52,49.61679365,-44.75,-5.02679365,0.77733987,7.84468444,30.88812673,2.06860399,13.15800698,7.31438928,55.41,34.08,UTC_BlockGroupPly_2020_31,{28EDF318-A967-41C1-AF78-288725E56E3A},,0,0
189,11,001,003901,1,110010039011,Block Group 1,G5030,S,45577,0,+38.9265228,-077.0386531,402,11.26,11.26,3,26.67,0.5,4.41,3.82,33.91,7.76,68.92,1.66,14.78,0.4,3.59,0.76,6.75,1.11,9.88,0,0,0,0,3,26.67,0.45,3.98,1.52,13.54,1.08,9.56,0.04,0.39,6.73,59.79,6.69,59.4,0,0,0,0,2.19,19.44937833,0.81,7.22062167,2.56,22.73534636,0.44,3.93465364,3,26.64298401,0,0.02701599,2.65125947,9.55969174,32.87046022,0.51549031,2.71108834,7.06800734,73.33,13.54,UTC_BlockGroupPly_2020_402,{DB13DC57-CB9B-42B7-AF58-700043FD8EE4},,0,0
190,11,001,009203,1,110010092031,Block Group 1,G5030,S,361426,0,+38.9229407,-077.0066103,210,89.31,89.31,25.79,28.88,39.23,43.93,6.94,7.77,24.26,27.17,10.64,11.92,0.7,0.79,1.23,1.37,4.75,5.32,0,0,0.02,0.02,25.79,28.88,39.2,43.9,41.15,46.08,1.95,2.18,0.01,0.01,22.36,25.04,22.33,25,0.02,0.02,0,0,25.67,28.74258202,0.12,0.13741798,27.32,30.5900795,-1.53,-1.7100795,30.06,33.65804501,-4.27,-4.77804501,2.18104473,2.182197,32.33487361,0,6.44985456,7.52613509,71.12,46.08,UTC_BlockGroupPly_2020_210,{5550F1F0-9011-4A66-ABCC-45E0E62EACA2},,0,0
